,delay_orig_date,size,billet_size,cobble,hot_out,delay_from,delay_to,delay_minutes,total_delay_hm,area,device,agency,reason,description,delay_event_date,delay_start_time,delay_end_time,relation_status,related_df2_rows,sr,section,last_occurrence_date,date_capa,datetime_from,datetime_to,capa_delay_minutes,equipment,problem_description,restart_steps,one_year,two_year,three_year,four_year,five_year,corrective_action,preventive_action,responsibility,target_date,status,actual_action_taken,capa_event_date,capa_start_time,capa_end_time,capa_orig_date
22,2024-02-06 00:00:00,12 mm,165X165,1,1.0,2024-06-02 07:10:53,2024-06-02 07:28:26,17.550000000000004,00:18,MILL AREA,PINCH ROLL 3_2,ELECTRICAL,Roll Open/Close Valve Malfunction,"COBBLE IN LINE 2 PINCH ROLL 3, DUE TO PINCH ROLL 3 LINE 2 CLOSE COMMAND PRESIST FOR NEXT HEAD. MATERIAL BROKEN. (1C+1H)",2024-02-06,2024-02-06 07:10:53,2024-02-06 07:28:26,related,[276],525,12 mm,,,07:10:00,07:28:00,18,PINCH ROLL 3_2,"COBBLE IN LINE 2 PINCH ROLL 3, DUE TO PINCH ROLL 3 LINE 2 CLOSE COMMAND PRESIST FOR NEXT HEAD. MATERIAL BROKEN. (1C+1H)",COBBLE REMOVED SIMULATION TAKEN,MATERIAL HEAD HIT ON PINCH ROLL 3 LINE 2,PINCH ROLL NOT OPENED FOR HEAD BITING,CLOSE COMMAND CONTINUED,MAL-FUNCTION OF SOME INSTRUMENTS (MAIL SENT TO DANIELI FOR  ROUTE CAUSE),,,"1. ENTIRE PARAMETER AND CYLINDER MECHANISM CHECK FOR DEVAITION.
2. ALL FOUND OK
3. MAIL SENT TO DANIELI FOR FINDING OUT ROOT CAUSE",,,DONE ,DANIELI SUGGESTED TO MODIFY LOGIC AND TO REMOVE ON DELAY TIMER FOR PINCH ROLL OPENING COMMAND,2024-02-06,2024-02-06 07:10:00,2024-02-06 07:28:00,2024-02-06 00:00:00
23,2024-02-07 00:00:00,8 mm,165X165,1,1.0,2024-07-02 21:22:15,2024-07-02 21:38:02,15.783333333333331,00:16,SMS,SMS,SMS,BILLET QUALITY NOT OK,HEAD COBBLE AT FFB1 DUE TO CHIPS.,2024-02-07,2024-02-07 21:22:15,2024-02-07 21:38:02,related,[277],529,08 mm,,,21:22:00,21:38:00,16,SMS,HEAD COBBLE AT FFB1 DUE TO CHIPS.,COBBLE REMOVED AND MILL STARTED,MILL STOPPED DUE TO COBBLE IN BGV LINE 1,COBBLE AT LINE 1 BGV DUE TO CHIPS,BAD MATERIAL,,,,,,,,,2024-02-07,2024-02-07 21:22:00,2024-02-07 21:38:00,2024-02-07 00:00:00
24,2024-02-08 00:00:00,8 mm,140X140,1,1.0,2024-08-02 09:20:34,2024-08-02 09:30:19,9.75,00:10,COOLING BED,DIVIDE SHEAR L2,OPERATION,DIVERTER NOZZLE WORN OUT,COBBLE DETECTION FROM LINE 2 DIVIDING SHEAR. BOTH DIVIDING SHEAR DIVERTER AND WEDGE CHANGED. LINE 2 DIV SHEAR DIVERTER ID FOUND 12.5 AND LINE 1 DIV SHEAR DIVERTER ID FOUND 12.4. (1C+1H),2024-02-08,2024-02-08 09:20:34,2024-02-08 09:30:19,related,[278],530,08 mm,,,09:20:00,09:45:00,25,DIVIDE SHEAR L2,COBBLE DETECTION FROM LINE 2 DIVIDING SHEAR. BOTH DIVIDING SHEAR DIVERTER AND WEDGE CHANGED. LINE 2 DIV SHEAR DIVERTER ID FOUND 12.5 AND LINE 1 DIV SHEAR DIVERTER ID FOUND 12.4. (1C+1H),COBBLE REMOVED AND MILL STARTED,COBBLE AT DIVIDE SHEAR LINE-2,MATERIAL CAME OUT AFTER DIVIDE SHEAR TROUGH, ,,,,,,,,,2024-02-08,2024-02-08 09:20:00,2024-02-08 09:45:00,2024-02-08 00:00:00
25,2024-02-10 00:00:00,16 mm,165X165,1,2.0,2024-10-02 05:10:36,2024-10-02 05:30:15,19.649999999999995,00:20,SMS,SMS,SMS,BILLET QUALITY NOT OK,COBBLE AT LINE 1 DOUBLE CHOPPING SHEAR DIVERTER DUE TO BAD PIECE REMAIN IN LINE SO  NOZZLE BROKEN.(1C+2H)HEAT NO.(2401185),2024-02-10,2024-02-10 05:10:36,2024-02-10 05:30:15,related,[279],535,16 mm,,,05:10:00,05:30:00,40,SMS,COBBLE AT LINE 1 DOUBLE CHOPPING SHEAR DIVERTER DUE TO BAD PIECE REMAIN IN LINE SO  NOZZLE BROKEN.(1C+2H)HEAT NO.(2401185),COBBLE REMOVED AND MILL STARTED,MILL STOPPED DUE TO COBBLE,COBBLE AT LINE 1 DOUBLE CHOPPING SHEAR DIVERTER DUE TO BAD PIECE REMAIN IN LINE,BAD MATERIAL,,,,,,,,,2024-02-10,2024-02-10 05:10:00,2024-02-10 05:30:00,2024-02-10 00:00:00
26,2024-02-10 00:00:00,14 mm,165X165,1,1.0,2024-10-02 17:30:32,2024-10-02 17:52:15,21.716666666666665,00:22,BGV,BGV2,OPERATION,FISHLINE BROKEN,MATERIAL HEAD COBBLE IN LINE 2 BGV.,2024-02-10,2024-02-10 17:30:32,2024-02-10 17:52:15,related,[280],536,14 mm,,,17:30:00,17:52:00,22,BGV2,MATERIAL HEAD COBBLE IN LINE 2 BGV.,COBBLE REMOVED AND MILL STARTED,"TAIL PIECE OF PREVIOUS ,MATERIAL BROKEN",LOOP ,,,,,,,,,,2024-02-10,2024-02-10 17:30:00,2024-02-10 17:52:00,2024-02-10 00:00:00
27,2024-03-01 00:00:00,8 mm,165X165,1,1.0,2024-01-03 00:36:40,2024-01-03 00:48:39,11.983333333333334,00:12,SMS,SMS,SMS,BILLET QUALITY NOT OK,COBBLE IN LINE 2 DUE TO BAD METAL. (1C+1H)(HEAT NO- 2401688),2024-03-01,2024-03-01 00:36:40,2024-03-01 00:48:39,related,[305],583,8 mm,,,00:36:00,00:48:00,12,SMS,COBBLE IN LINE 2 DUE TO BAD METAL. (1C+1H)(HEAT NO- 2401688),COBBLR REMOVED AND MILL STARTED,MATERIAL BROKE IN BOTH LINE,TAIL PIECE HAS COARSE OR KNOBBY TYPE MATERIAL IN BETWEEN ,BECAUSE EOF BAD BILLET QUALITY,,,,TO BE DISCUSSED WITH SMS FOR THE REASON,,,,,2024-03-01,2024-03-01 00:36:00,2024-03-01 00:48:00,2024-03-01 00:00:00
28,2024-03-01 00:00:00,8 mm,165X165,1,,2024-01-03 01:03:10,2024-01-03 01:21:56,18.766666666666666,00:19,GROUP SHEAR,DIVIDE SHEAR L1,OPERATION,BLADE CHANGE,COBBLE DETECTION FROM LINE 1 DIVIDING SHEAR. (1C). DIVITER ISSUE AS PER CAPA TEAM,2024-03-01,2024-03-01 01:03:10,2024-03-01 01:21:56,related,[306],584,8 mm,,,01:03:00,01:21:00,19,DIVIDE SHEAR L1,COBBLE DETECTION FROM LINE 1 DIVIDING SHEAR. (1C),"DIVERTER, WEDGE AND BLADE CHANGED",COBBLE DETECTION FROM DIVDE SHEAR LINE 1,"MATERIAL DID NOT CUT ,SEPARATION ISSUE",MATERIAL GOES IN ONE LINE,,,"1. DIVERTER TO BE CHANGED
2. WEDGE TO BE CHANGED
3. BLADES TO BE CHANGED
4. CVAH AND DCVAH RESET TO BE DONE

(diverter changed 3 times, one in night and 2 times in day shift, in first 2 changes problem not solved, however after 3rd change, plan run well. While checking,  divertor assemble found not ok)","1. MR AFZAL WILL IMPART TRAINING TO ALL WB TEAM AND DEV.
2. CHECLIST TO BE FOLLWED STRICTLY
3. DIVERTER READINESS TO BE INFORMED TO INCHARGE WITH PROPER CHECKLIST AND CHECKING AND RANDOM CHECK BT INCHARGE TO BE ENSURED
",,,DONE ,,2024-03-01,2024-03-01 01:03:00,2024-03-01 01:21:00,2024-03-01 00:00:00
29,2024-03-01 00:00:00,8 mm,165X165,1,1.0,2024-01-03 01:49:16,2024-01-03 02:39:45,50.48333333333333,00:50,GROUP SHEAR,DIVIDE SHEAR L1,OPERATION,TWO BARS FOUND IN ONE LINE,COBBLE DETECTION FROM TWIN CHANNEL 1A. BAR CAME OUT AT LINE 1 DIVIDING SHEAR. (1C+1H). DIVIDING SHEAR EXIT WEDGE CHANGED. DIVITER ISSUE AS PER CAPA TEAM,2024-03-01,2024-03-01 01:49:16,2024-03-01 02:39:45,related,[307],585,8 mm,,,01:49:00,02:39:00,50,DIVIDE SHEAR L1,COBBLE DETECTION FROM LINE 1 DIVIDING SHEAR. (1C),"DIVERTER, WEDGE AND BLADE CHANGED",COBBLE DETECTION FROM DIVDE SHEAR LINE 1,"MATERIAL DID NOT CUT ,SEPARATION ISSUE",MATERIAL GOES IN ONE LINE,,,"1. DIVERTER TO BE CHANGED
2. WEDGE TO BE CHANGED
3. BLADES TO BE CHANGED
4. CVAH AND DCVAH RESET TO BE DONE

(diverter changed 3 times, one in night and 2 times in day shift, in first 2 changes problem not solved, however after 3rd change, plan run well. While checking,  divertor assemble found not ok)","1. MR AFZAL WILL IMPART TRAINING TO ALL WB TEAM AND DEV.
2. CHECLIST TO BE FOLLWED STRICTLY
3. DIVERTER READINESS TO BE INFORMED TO INCHARGE WITH PROPER CHECKLIST AND CHECKING AND RANDOM CHECK BT INCHARGE TO BE ENSURED
",,,DONE ,,2024-03-01,2024-03-01 01:49:00,2024-03-01 02:39:00,2024-03-01 00:00:00
30,2024-03-01 00:00:00,8 mm,165X165,1,1.0,2024-01-03 02:58:08,2024-01-03 03:31:47,33.65,00:34,GROUP SHEAR,DIVIDE SHEAR L1,OPERATION,BLADE CHANGE,COBBLE DETECTION FROM LINE 1 DIVIDING SHEAR. (1C+1H). DIVIDING SHEAR DIVERTER AND BLADE CHANGED. DIVITER ISSUE AS PER CAPA TEAM,2024-03-01,2024-03-01 02:58:08,2024-03-01 03:31:47,related,[308],586,8 mm,,,02:58:00,03:31:00,34,DIVIDE SHEAR L1,COBBLE DETECTION FROM LINE 1 DIVIDING SHEAR. (1C),"DIVERTER, WEDGE AND BLADE CHANGED",COBBLE DETECTION FROM DIVDE SHEAR LINE 1,"MATERIAL DID NOT CUT ,SEPARATION ISSUE",MATERIAL GOES IN ONE LINE,,,"1. DIVERTER TO BE CHANGED
2. WEDGE TO BE CHANGED
3. BLADES TO BE CHANGED
4. CVAH AND DCVAH RESET TO BE DONE

(diverter changed 3 times, one in night and 2 times in day shift, in first 2 changes problem not solved, however after 3rd change, plan run well. While checking,  divertor assemble found not ok)","1. MR AFZAL WILL IMPART TRAINING TO ALL WB TEAM AND DEV.
2. CHECLIST TO BE FOLLWED STRICTLY
3. DIVERTER READINESS TO BE INFORMED TO INCHARGE WITH PROPER CHECKLIST AND CHECKING AND RANDOM CHECK BT INCHARGE TO BE ENSURED
",,,DONE ,,2024-03-01,2024-03-01 02:58:00,2024-03-01 03:31:00,2024-03-01 00:00:00
31,2024-03-01 00:00:00,8 mm,165X165,1,,2024-01-03 06:36:16,2024-01-03 07:07:05,30.81666666666667,00:31,COOLING BED,TWIN CHANNEL 1 A,MECHANICAL,MATERIAL HIT,COBBLE DUE TO MATERIAL HIT AT TWIN CHANNAL 1A.,2024-03-01,2024-03-01 06:36:16,2024-03-01 07:07:05,related,[309],587,8 mm,,,06:36:00,07:07:00,31,TWIN CHANNEL 1 A,COBBLE DUE TO MATERIAL HIT AT TWIN CHANNAL 1A.,BAR KNOCKED IN TWIN CHANNEL 1A. (1C). NOT ACCEPTED NEED TO REVIEW BY CAPA TEAM,COBBLE REMOVED AND MILL STARTED,UNDERSHOOT IN TWC 1 A,TWIN CHANNEL TAKEN 180 DEG CYCLE DURING THAT HMD 28 IS STILL PRESENT,MATERIAL HITTING AT ENTRY OF SECTION 2 TWC,SECTION 2 GAP MORE THAN SECTION 1,"1. GAP ADJUSTED OF SECTION 1 AND SECTION 2 VISUALLY, IN NIGHT BUT PROBLEM NOT SOLVED
2. 4 NOS. TONNLE PANEL CHANGED IN MORNING OF SEC 2 OF 1 A AND GAP ADJUSTED","1. WEEKLY CHECKLIST AND 8 MM START-UP CHECKLIST TO BE FOLLOWED  STRICTKLY BY ALL AGENCY
",,,DONE ,,2024-03-01,2024-03-01 06:36:00,2024-03-01 07:07:00,2024-03-01 00:00:00
32,2024-03-01 00:00:00,8 mm,165X165,1,,2024-01-03 07:50:12,2024-01-03 08:41:58,51.76666666666666,00:52,COOLING BED,TWIN CHANNEL 1 A,MECHANICAL,MATERIAL HIT,COBBLE DUE TO MATERIAL HIT AT TWIN CHANNAL 1A.,2024-03-01,2024-03-01 07:50:12,2024-03-01 08:41:58,related,[310],588,8 mm,,,07:50:00,08:41:00,52,TWIN CHANNEL 1 A,COBBLE DUE TO MATERIAL HIT AT TWIN CHANNAL 1A.,BAR KNOCKED IN TWIN CHANNEL 1A. (1C). NOT ACCEPTED NEED TO REVIEW BY CAPA TEAM,COBBLE REMOVED AND MILL STARTED,UNDERSHOOT IN TWC 1 A,TWIN CHANNEL TAKEN 180 DEG CYCLE DURING THAT HMD 28 IS STILL PRESENT,MATERIAL HITTING AT ENTRY OF SECTION 2 TWC,SECTION 2 GAP MORE THAN SECTION 1,"1. GAP ADJUSTED OF SECTION 1 AND SECTION 2 VISUALLY, IN NIGHT BUT PROBLEM NOT SOLVED
2. 4 NOS. TONNLE PANEL CHANGED IN MORNING OF SEC 2 OF 1 A AND GAP ADJUSTED","1. WEEKLY CHECKLIST AND 8 MM START-UP CHECKLIST TO BE FOLLOWED  STRICTKLY BY ALL AGENCY
",,,DONE ,,2024-03-01,2024-03-01 07:50:00,2024-03-01 08:41:00,2024-03-01 00:00:00
33,2024-03-01 00:00:00,8 mm,165X165,1,,2024-01-03 09:00:35,2024-01-03 10:41:57,101.36666666666665,01:41,COOLING BED,TWIN CHANNEL 1 A,MECHANICAL,MATERIAL HIT,"COBBLE DUE TO MATERIAL HIT AT TWIN CHANNAL 1A. FLAPPER CHANGED. DURING THIS STAND 11,12 PASS CHANGED, STAND 11, 14 AND BOTH BGV ALL RE GUIDE CHANGED.",2024-03-01,2024-03-01 09:00:35,2024-03-01 10:41:57,related,[311],589,8 mm,,,09:00:00,10:41:00,101,TWIN CHANNEL 1 A,"COBBLE DUE TO MATERIAL HIT AT TWIN CHANNAL 1A. FLAPPER CHANGED. DURING THIS STAND 11,12 PASS CHANGED, STAND 11, 14 AND BOTH BGV ALL RE GUIDE CHANGED.",BAR KNOCKED IN TWIN CHANNEL 1A. (1C). NOT ACCEPTED NEED TO REVIEW BY CAPA TEAM,COBBLE REMOVED AND MILL STARTED,UNDERSHOOT IN TWC 1 A,TWIN CHANNEL TAKEN 180 DEG CYCLE DURING THAT HMD 28 IS STILL PRESENT,MATERIAL HITTING AT ENTRY OF SECTION 2 TWC,SECTION 2 GAP MORE THAN SECTION 1,"1. GAP ADJUSTED OF SECTION 1 AND SECTION 2 VISUALLY, IN NIGHT BUT PROBLEM NOT SOLVED
2. 4 NOS. TONNLE PANEL CHANGED IN MORNING OF SEC 2 OF 1 A AND GAP ADJUSTED","1. WEEKLY CHECKLIST AND 8 MM START-UP CHECKLIST TO BE FOLLOWED  STRICTKLY BY ALL AGENCY
",,,DONE ,,2024-03-01,2024-03-01 09:00:00,2024-03-01 10:41:00,2024-03-01 00:00:00
34,2024-03-01 00:00:00,8 mm,165X165,1,,2024-01-03 10:57:00,2024-01-03 11:21:35,24.58333333333333,00:25,GROUP SHEAR,DIVIDE SHEAR L1,OPERATION,COBBLE AT DIVIDE SHEAR,COBBLE IN LINE 1 DIVIDE SHEAR DUE TO MATERIAL NOT SEPARATED.,2024-03-01,2024-03-01 10:57:00,2024-03-01 11:21:35,related,[312],590,8 mm,,,10:57:00,11:21:00,25,DIVIDE SHEAR L1,COBBLE DETECTION FROM LINE 1 DIVIDING SHEAR. (1C),"DIVERTER, WEDGE AND BLADE CHANGED",COBBLE DETECTION FROM DIVDE SHEAR LINE 1,"MATERIAL DID NOT CUT ,SEPARATION ISSUE",MATERIAL GOES IN ONE LINE,,,"1. DIVERTER TO BE CHANGED
2. WEDGE TO BE CHANGED
3. BLADES TO BE CHANGED
4. CVAH AND DCVAH RESET TO BE DONE

(diverter changed 3 times, one in night and 2 times in day shift, in first 2 changes problem not solved, however after 3rd change, plan run well. While checking,  divertor assemble found not ok)","1. MR AFZAL WILL IMPART TRAINING TO ALL WB TEAM AND DEV.
2. CHECLIST TO BE FOLLWED STRICTLY
3. DIVERTER READINESS TO BE INFORMED TO INCHARGE WITH PROPER CHECKLIST AND CHECKING AND RANDOM CHECK BT INCHARGE TO BE ENSURED
",,,DONE ,,2024-03-01,2024-03-01 10:57:00,2024-03-01 11:21:00,2024-03-01 00:00:00
35,2024-03-01 00:00:00,8 mm,165X165,1,1.0,2024-01-03 23:40:04,2024-02-03 00:00:00,19.933333333333334,00:20,GROUP SHEAR,DIVIDE SHEAR L1,OPERATION,COBBLE AT DIVIDE SHEAR,"COBBLE IN LINE 1 DIVIDE SHEAR, FOUND TWO PCS IN LINE. (1C+1H).",2024-03-01,2024-03-01 23:40:04,2024-03-01 00:00:00,related,[313],591,8 mm,,,23:40:00,00:00:00,20,DIVIDE SHEAR L1,COBBLE DETECTION FROM LINE 1 DIVIDING SHEAR. (1C),"DIVERTER, WEDGE AND BLADE CHANGED",COBBLE DETECTION FROM DIVDE SHEAR LINE 1,"MATERIAL DID NOT CUT ,SEPARATION ISSUE",MATERIAL GOES IN ONE LINE,,,"1. DIVERTER TO BE CHANGED
2. WEDGE TO BE CHANGED
3. BLADES TO BE CHANGED
4. CVAH AND DCVAH RESET TO BE DONE

(diverter changed 3 times, one in night and 2 times in day shift, in first 2 changes problem not solved, however after 3rd change, plan run well. While checking,  divertor assemble found not ok)","1. MR AFZAL WILL IMPART TRAINING TO ALL WB TEAM AND DEV.
2. CHECLIST TO BE FOLLWED STRICTLY
3. DIVERTER READINESS TO BE INFORMED TO INCHARGE WITH PROPER CHECKLIST AND CHECKING AND RANDOM CHECK BT INCHARGE TO BE ENSURED
",,,DONE ,,2024-03-01,2024-03-01 23:40:00,2024-03-01 00:00:00,2024-03-01 00:00:00
36,2024-03-05 00:00:00,40 mm,165X165,1,1.0,2024-05-03 15:35:29,2024-05-03 16:28:31,53.03333333333333,00:53,WATER BOX,WATER BOX 1_CL,OPERATION,HEAD HIT AT STRIPPER,MATERIAL HEAD COBBLE AT WATER BOX 1 EXIT STRIPPER.,2024-03-05,2024-03-05 15:35:29,2024-03-05 16:28:31,related,[316],594,40 mm,,,15:35:00,16:28:00,53,WATER BOX 1_CL,MATERIAL HEAD COBBLE AT WATER BOX 1 EXIT STRIPPER.,"COBBLE REMOVED, PIN CHNAGED AND MILL STARTED",COBBLE AT STAND-14 EXIT,HEAD HIT AT WATER BOX-1  EXIT STRIPPER ,BOLT BROKEN OF STRIPER,WEAROUT OF STRIPPER AND COOLER,,"1. SPARE STRIPPER FIXED
2. NEW BOLTS FIXED
3.ALLIGNMENT OF STRIPPER CROSS CHECKED",1. BELL MOUTH ,,,DONE ,,2024-03-05,2024-03-05 15:35:00,2024-03-05 16:28:00,2024-03-05 00:00:00
37,2024-03-07 00:00:00,16 mm,165X165,1,1.0,2024-07-03 19:04:44,2024-07-03 19:49:37,44.88333333333333,00:45,SMS,SMS,SMS,BILLET QUALITY NOT OK,COBBLE AFTER STD.14 DUE TO BAD MATERIAL.(1C+1H)- HEAT N0.2401992.,2024-03-07,2024-03-07 19:04:44,2024-03-07 19:49:37,related,[317],598,16 mm,,,19:04:00,19:49:00,45,SMS,COBBLE AFTER STD.14 DUE TO BAD MATERIAL.(1C+1H)- HEAT N0.2401992.,COBBLE REMOVED AND MILL STARTED,BAD MATERIAL - MATERIAL BROKEN,TAIL CUT END PIECE BROKEN  AND GONE IN LINE,,,,,,,,,,2024-03-07,2024-03-07 19:04:00,2024-03-07 19:49:00,2024-03-07 00:00:00
38,2024-03-07 00:00:00,16 mm,165X165,1,2.0,2024-07-03 22:17:30,2024-07-03 22:42:43,25.216666666666665,00:25,SMS,SMS,SMS,BILLET QUALITY NOT OK,COBBLE IN LINE.1 DUE TO BAD MATERIAL.(1C+2H). HEAT NO.2401997,2024-03-07,2024-03-07 22:17:30,2024-03-07 22:42:43,related,[318],599,16 mm,,,22:17:00,22:42:00,25,SMS,COBBLE IN LINE.1 DUE TO BAD MATERIAL.(1C+2H). HEAT NO.2401997,COBBLE REMOVED AND MILL STARTED,BAD MATERIAL - MATERIAL BROKEN,MATERIAL TEAR AND BROKEN AT 3-4 LOCATION,,,,,,,,,,2024-03-07,2024-03-07 22:17:00,2024-03-07 22:42:00,2024-03-07 00:00:00
39,2024-03-08 00:00:00,16 mm,165X165,1,1.0,2024-08-03 03:39:48,2024-08-03 03:55:38,15.833333333333334,00:16,SMS,SMS,SMS,BILLET QUALITY NOT OK,COBBLE IN STD.14 ENTRY DUE TO BAD MATERIAL. (1C+1H). HEAT NO.2402000.,2024-03-08,2024-03-08 03:39:48,2024-03-08 03:55:38,related,[319],600,16 mm,,,03:39:00,03:55:00,16,SMS,COBBLE IN STD.14 ENTRY DUE TO BAD MATERIAL. (1C+1H). HEAT NO.2402000.,COBBLE REMOVED AND MILL STARTED,BAD MATERIAL - MATERIAL BROKEN,TAIL CUT END PIECE BROKEN  AND GONE IN LINE (STAND 14 ENTRY),,,,,,,,,,2024-03-08,2024-03-08 03:39:00,2024-03-08 03:55:00,2024-03-08 00:00:00
40,2024-03-09 00:00:00,14 mm,150X150,1,1.0,2024-09-03 16:23:13,2024-09-03 16:43:36,20.383333333333333,00:20,BGV,CVR,MECHANICAL,CARRY FORWARD,CARRY FORWORD IN LINE 1 CVR.,2024-03-09,2024-03-09 16:23:13,2024-03-09 16:43:36,related,[320],601,14 mm,,,16:23:00,16:43:00,20,CVR,CARRY FORWORD IN LINE 1 CVR.,COBBLE REMOVED AND MILL STARTED,COBBLE IN CVR LINE 1,PREVIOUS BILLET TIL PIECE FOUND IN LINE,tAIL PIECE CARRY FORWARD,,,"1. AT THE FIRST INSTANT, NEED TO FOLLOW SOP AND CHANGE DIVERTOR ONLY
2. FOLLOW STEM IN PROPOSED PREVENTIVE AND REMARKS COLOUMN","1. AT THE FIRST INSTANT, NEED TO FOLLOW SOP AND CHANGE DIVERTOR ONLY
2. IF PROBLEM CONTINUED FOR THAT SECTION PLUS IN OTHER SECTION ALSO, GO AHAED TO CHANGE THE FRAME ASSMBLY",,,DONE ,,2024-03-09,2024-03-09 16:23:00,2024-03-09 16:43:00,2024-03-09 00:00:00
41,2024-03-12 00:00:00,10 mm,165X165,1,1.0,2024-12-03 17:58:28,2024-12-03 18:17:59,19.516666666666666,00:20,SMS,SMS,SMS,BILLET QUALITY NOT OK,HEAD COBBLE IN LINE.1 BGV DUE TO CHIPS.(1C+1H),2024-03-12,2024-03-12 17:58:28,2024-03-12 18:17:59,related,[321],606,10 mm,,,17:58:00,18:17:00,20,SMS,HEAD COBBLE IN LINE.1 BGV DUE TO CHIPS.(1C+1H),COBBLE REMOVED AND MILL STARTED,MATERIAL BROKEN IN LINE-1,BILLET QUALITY IS NOT OK,INCLUSION DEFECT FOUND IN BILLET AS TELEPHONIC DISCUSSION WITH CASTER INCHARGE MR KALLESH CONFIRMED,"BILLET HEAT NUMBER- 2402142,2402143,2402144,2402145",,1. HOT CHARGE STOPPED AND COLD CHARGE STARTED TO CONTINUE ROLLING,FINAL CAPA TO BE GIVEN BY TEAM SMS ,,,DONE ,,2024-03-12,2024-03-12 17:58:00,2024-03-12 18:17:00,2024-03-12 00:00:00
42,2024-03-12 00:00:00,10 mm,165X165,1,1.0,2024-12-03 18:31:53,2024-12-03 18:48:20,16.45,00:16,SMS,SMS,SMS,BILLET QUALITY NOT OK,MATERIAL BROKEN IN LINE .1 DUE TO BAD MATERIAL.(1C) - HEAT NO.2402142,2024-03-12,2024-03-12 18:31:53,2024-03-12 18:48:20,related,[322],607,10 mm,,,18:31:00,18:48:00,16,SMS,MATERIAL BROKEN IN LINE .1 DUE TO BAD MATERIAL.(1C) - HEAT NO.2402142,COBBLE REMOVED AND MILL STARTED,MATERIAL BROKEN IN LINE-1,BILLET QUALITY IS NOT OK,INCLUSION DEFECT FOUND IN BILLET AS TELEPHONIC DISCUSSION WITH CASTER INCHARGE MR KALLESH CONFIRMED,"BILLET HEAT NUMBER- 2402142,2402143,2402144,2402145",,1. HOT CHARGE STOPPED AND COLD CHARGE STARTED TO CONTINUE ROLLING,FINAL CAPA TO BE GIVEN BY TEAM SMS ,,,DONE ,,2024-03-12,2024-03-12 18:31:00,2024-03-12 18:48:00,2024-03-12 00:00:00
43,2024-03-12 00:00:00,10 mm,165X165,1,1.0,2024-12-03 19:18:21,2024-12-03 19:34:27,16.1,00:16,SMS,SMS,SMS,BILLET QUALITY NOT OK,MATERIAL BROKEN IN LINE.1 DUE TO BAD MATERIAL.(1C+1H). HEATNO.2402142.,2024-03-12,2024-03-12 19:18:21,2024-03-12 19:34:27,related,[323],608,10 mm,,,19:18:00,19:34:00,16,SMS,MATERIAL BROKEN IN LINE.1 DUE TO BAD MATERIAL.(1C+1H). HEATNO.2402142.,COBBLE REMOVED AND MILL STARTED,MATERIAL BROKEN IN LINE-1,BILLET QUALITY IS NOT OK,INCLUSION DEFECT FOUND IN BILLET AS TELEPHONIC DISCUSSION WITH CASTER INCHARGE MR KALLESH CONFIRMED,"BILLET HEAT NUMBER- 2402142,2402143,2402144,2402145",,1. HOT CHARGE STOPPED AND COLD CHARGE STARTED TO CONTINUE ROLLING,FINAL CAPA TO BE GIVEN BY TEAM SMS ,,,DONE ,,2024-03-12,2024-03-12 19:18:00,2024-03-12 19:34:00,2024-03-12 00:00:00
44,2024-03-12 00:00:00,10 mm,165X165,1,1.0,2024-12-03 19:53:38,2024-12-03 20:14:27,20.816666666666663,00:21,SMS,SMS,SMS,BILLET QUALITY NOT OK,MATERIAL BROKEN IN LINE.1 DUE TO BAD MATERIAL.(1C+1H). HEAT NO.2402143.,2024-03-12,2024-03-12 19:53:38,2024-03-12 20:14:27,related,[324],609,10 mm,,,19:53:00,20:14:00,21,SMS,MATERIAL BROKEN IN LINE.1 DUE TO BAD MATERIAL.(1C+1H). HEAT NO.2402143.,COBBLE REMOVED AND MILL STARTED,MATERIAL BROKEN IN LINE-1,BILLET QUALITY IS NOT OK,INCLUSION DEFECT FOUND IN BILLET AS TELEPHONIC DISCUSSION WITH CASTER INCHARGE MR KALLESH CONFIRMED,"BILLET HEAT NUMBER- 2402142,2402143,2402144,2402145",,1. HOT CHARGE STOPPED AND COLD CHARGE STARTED TO CONTINUE ROLLING,FINAL CAPA TO BE GIVEN BY TEAM SMS ,,,DONE ,,2024-03-12,2024-03-12 19:53:00,2024-03-12 20:14:00,2024-03-12 00:00:00
45,2024-03-12 00:00:00,10 mm,165X165,1,1.0,2024-12-03 20:24:16,2024-12-03 20:42:59,18.716666666666665,00:19,SMS,SMS,SMS,BILLET QUALITY NOT OK,MATERIAL BROKEN IN LINE.1 DUE TO BAD MATERIAL.(1C+1H). HEATNO.2402143.,2024-03-12,2024-03-12 20:24:16,2024-03-12 20:42:59,related,[325],610,10 mm,,,20:24:00,20:42:00,19,SMS,MATERIAL BROKEN IN LINE.1 DUE TO BAD MATERIAL.(1C+1H). HEATNO.2402143.,COBBLE REMOVED AND MILL STARTED,MATERIAL BROKEN IN LINE-1,BILLET QUALITY IS NOT OK,INCLUSION DEFECT FOUND IN BILLET AS TELEPHONIC DISCUSSION WITH CASTER INCHARGE MR KALLESH CONFIRMED,"BILLET HEAT NUMBER- 2402142,2402143,2402144,2402145",,1. HOT CHARGE STOPPED AND COLD CHARGE STARTED TO CONTINUE ROLLING,FINAL CAPA TO BE GIVEN BY TEAM SMS ,,,DONE ,,2024-03-12,2024-03-12 20:24:00,2024-03-12 20:42:00,2024-03-12 00:00:00
